id,posted_time,updated_time,age,updated_age,app_type,owner_id,owner_type,owner_influence,number_of_likes,number_of_comments,reactivity,is_mentions_me,is_mentions_connections,is_commented_by_me,is_commented_by_connections,is_liked_by_me,is_liked_by_connections,poster_id,poster_gender,poster_is_employee,poster_is_lead,poster_is_in_connections,poster_focus,poster_order,poster_influence,participant1_id,participant1_action,participant1_gender,participant1_is_employee,participant1_is_lead,participant1_is_in_connections,participant1_focus,participant1_order,participant1_influence,participant2_id,participant2_action,participant2_gender,participant2_is_employee,participant2_is_lead,participant2_is_in_connections,participant2_focus,participant2_order,participant2_influence,participant3_id,participant3_action,participant3_gender,participant3_is_employee,participant3_is_lead,participant3_is_in_connections,participant3_focus,participant3_order,participant3_influence,participant4_id,participant4_action,participant4_gender,participant4_is_employee,participant4_is_lead,participant4_is_in_connections,participant4_focus,participant4_order,participant4_influence,participant5_id,participant5_action,participant5_gender,participant5_is_employee,participant5_is_lead,participant5_is_in_connections,participant5_focus,participant5_order,participant5_influence,rank
175339,1.51405E+12,1.51405E+12,63152418241,63152418241,other,57727,space,0.99973,1,0,1,0,0,0,0,0,1,5,male,1,0,1,marketing,6,0.99962,146,liked,male,1,0,1,marketing,5,0.99899,22636,viewed,male,0,0,1,other,4,0.23077,3080,viewed,male,0,0,1,marketing,3,0.23077,44661,viewed,male,0,0,1,other,2,0.23077,3089,viewed,male,0,0,1,other,1,0.23077,0.73677
175348,1.51411E+12,1.51516E+12,63092777788,62046964134,forum,111913,space,0.99977,0,2,0.123359969,0,0,0,1,0,0,146,male,1,0,1,marketing,6,0.99899,13659,commented,male,0,0,0,other,5,0.99756,146,commented,male,1,0,1,marketing,4,0.99899,22636,viewed,male,0,0,1,other,3,0.23077,3080,viewed,male,0,0,1,marketing,2,0.23077,44661,viewed,male,0,0,1,other,1,0.23077,0.7824
175353,1.51412E+12,1.51516E+12,63090494985,62047159971,forum,111913,space,0.99977,0,3,0.123359969,0,0,0,1,0,0,146,male,1,0,1,marketing,6,0.99899,13659,commented,male,0,0,0,other,5,0.99756,13,commented,male,1,0,1,marketing,4,0.99895,146,commented,male,1,0,1,marketing,3,0.99899,22636,viewed,male,0,0,1,other,2,0.23077,3080,viewed,male,0,0,1,marketing,1,0.23077,0.82125
175371,1.51419E+12,1.51419E+12,63013238850,63013238850,other,9037,space,0.99949,0,0,0,0,0,0,0,0,0,7,male,1,0,1,marketing,6,0.99886,22636,viewed,male,0,0,1,other,5,0.23077,3080,viewed,male,0,0,1,marketing,4,0.23077,44661,viewed,male,0,0,1,other,3,0.23077,3089,viewed,male,0,0,1,other,2,0.23077,3084,viewed,male,0,0,1,marketing,1,0.23077,0.61522
175372,1.51419E+12,1.51419E+12,63013226284,63013226284,other,9037,space,0.99949,0,0,0,0,0,0,0,0,0,7,male,1,0,1,marketing,6,0.99886,22636,viewed,male,0,0,1,other,5,0.23077,3080,viewed,male,0,0,1,marketing,4,0.23077,44661,viewed,male,0,0,1,other,3,0.23077,3089,viewed,male,0,0,1,other,2,0.23077,3084,viewed,male,0,0,1,marketing,1,0.23077,0.61522
175373,1.51419E+12,1.51419E+12,63013222324,63013222324,other,9037,space,0.99949,0,0,0,0,0,0,0,0,0,7,male,1,0,1,marketing,6,0.99886,22636,viewed,male,0,0,1,other,5,0.23077,3080,viewed,male,0,0,1,marketing,4,0.23077,44661,viewed,male,0,0,1,other,3,0.23077,3089,viewed,male,0,0,1,other,2,0.23077,3084,viewed,male,0,0,1,marketing,1,0.23077,0.61522
175374,1.51419E+12,1.51419E+12,63013220313,63013220313,other,9037,space,0.99949,0,0,0,0,0,0,0,0,0,7,male,1,0,1,marketing,6,0.99886,22636,viewed,male,0,0,1,other,5,0.23077,3080,viewed,male,0,0,1,marketing,4,0.23077,44661,viewed,male,0,0,1,other,3,0.23077,3089,viewed,male,0,0,1,other,2,0.23077,3084,viewed,male,0,0,1,marketing,1,0.23077,0.61522
175375,1.51419E+12,1.51419E+12,63013216618,63013216618,other,9037,space,0.99949,0,0,0,0,0,0,0,0,0,7,male,1,0,1,marketing,6,0.99886,22636,viewed,male,0,0,1,other,5,0.23077,3080,viewed,male,0,0,1,marketing,4,0.23077,44661,viewed,male,0,0,1,other,3,0.23077,3089,viewed,male,0,0,1,other,2,0.23077,3084,viewed,male,0,0,1,marketing,1,0.23077,0.61522
175376,1.51419E+12,1.51419E+12,63013208055,63013208055,other,9037,space,0.99949,0,0,0,0,0,0,0,0,0,7,male,1,0,1,marketing,6,0.99886,22636,viewed,male,0,0,1,other,5,0.23077,3080,viewed,male,0,0,1,marketing,4,0.23077,44661,viewed,male,0,0,1,other,3,0.23077,3089,viewed,male,0,0,1,other,2,0.23077,3084,viewed,male,0,0,1,marketing,1,0.23077,0.61522
175377,1.51419E+12,1.51419E+12,63013203587,63013203587,other,9037,space,0.99949,0,0,0,0,0,0,0,0,0,7,male,1,0,1,marketing,6,0.99886,22636,viewed,male,0,0,1,other,5,0.23077,3080,viewed,male,0,0,1,marketing,4,0.23077,44661,viewed,male,0,0,1,other,3,0.23077,3089,viewed,male,0,0,1,other,2,0.23077,3084,viewed,male,0,0,1,marketing,1,0.23077,0.61522
175378,1.51419E+12,1.51419E+12,63013195875,63013195875,other,9037,space,0.99949,0,0,0,0,0,0,0,0,0,7,male,1,0,1,marketing,6,0.99886,22636,viewed,male,0,0,1,other,5,0.23077,3080,viewed,male,0,0,1,marketing,4,0.23077,44661,viewed,male,0,0,1,other,3,0.23077,3089,viewed,male,0,0,1,other,2,0.23077,3084,viewed,male,0,0,1,marketing,1,0.23077,0.61522
175379,1.51419E+12,1.51419E+12,63013185993,63013185993,other,9037,space,0.99949,0,0,0,0,0,0,0,0,0,7,male,1,0,1,marketing,6,0.99886,22636,viewed,male,0,0,1,other,5,0.23077,3080,viewed,male,0,0,1,marketing,4,0.23077,44661,viewed,male,0,0,1,other,3,0.23077,3089,viewed,male,0,0,1,other,2,0.23077,3084,viewed,male,0,0,1,marketing,1,0.23077,0.61522
175380,1.51419E+12,1.51419E+12,63013182647,63013182647,other,9037,space,0.99949,0,0,0,0,0,0,0,0,0,7,male,1,0,1,marketing,6,0.99886,22636,viewed,male,0,0,1,other,5,0.23077,3080,viewed,male,0,0,1,marketing,4,0.23077,44661,viewed,male,0,0,1,other,3,0.23077,3089,viewed,male,0,0,1,other,2,0.23077,3084,viewed,male,0,0,1,marketing,1,0.23077,0.61522
175396,1.51421E+12,1.51421E+12,63000426592,63000426592,other,3201,space,0.99992,7,0,1,0,0,0,0,0,1,141,male,0,0,0,marketing,6,0.99787,364,liked,female,0,0,0,marketing,5,0.96403,153,liked,male,0,0,1,marketing,4,0.95327,145,liked,female,0,0,0,engineering,3,0.84127,106529,liked,male,0,0,1,other,2,0.9945,107711,liked,female,0,0,0,marketing,1,0.99332,0.84425
175399,1.51421E+12,1.51428E+12,62997455163,62922853597,other,3201,space,0.99992,2,4,1,0,0,0,1,0,1,75,male,1,0,1,marketing,6,0.99674,75,commented,male,1,0,1,marketing,5,0.99674,112945,commented,male,0,0,1,other,4,0.84615,19,commented,male,0,0,1,marketing,3,0.99762,7,commented,male,1,0,1,marketing,2,0.99886,17,liked,female,1,0,1,marketing,1,0.99896,0.86903
175403,1.51421E+12,1.51421E+12,62993893440,62993893440,other,57727,space,0.99973,1,0,1,0,0,0,0,0,1,146,male,1,0,1,marketing,6,0.99899,109375,liked,male,1,0,1,marketing,5,0.99715,22636,viewed,male,0,0,1,other,4,0.23077,3080,viewed,male,0,0,1,marketing,3,0.23077,44661,viewed,male,0,0,1,other,2,0.23077,3089,viewed,male,0,0,1,other,1,0.23077,0.73663
175405,1.51421E+12,1.51421E+12,62991444704,62991444704,other,114193,space,0.95633,0,0,0,0,0,0,0,0,0,146,male,1,0,1,marketing,6,0.99899,22636,viewed,male,0,0,1,other,5,0.23077,3080,viewed,male,0,0,1,marketing,4,0.23077,44661,viewed,male,0,0,1,other,3,0.23077,3089,viewed,male,0,0,1,other,2,0.23077,3084,viewed,male,0,0,1,marketing,1,0.23077,0.49975
175407,1.51422E+12,1.5143E+12,62990268214,62908644896,wiki,50732,space,0.1,0,2,0,0,1,0,1,0,0,16,male,0,0,1,other,6,0.9963,16,commented,male,0,0,1,other,5,0.9963,72,commented,male,1,0,1,marketing,4,0.9961,22636,viewed,male,0,0,1,other,3,0.23077,3080,viewed,male,0,0,1,marketing,2,0.23077,44661,viewed,male,0,0,1,other,1,0.23077,0.78207
175417,1.51422E+12,1.51422E+12,62984567978,62984567978,other,114193,space,0.95633,0,0,0,0,0,0,0,0,0,109375,male,1,0,1,marketing,6,0.99715,22636,viewed,male,0,0,1,other,5,0.23077,3080,viewed,male,0,0,1,marketing,4,0.23077,44661,viewed,male,0,0,1,other,3,0.23077,3089,viewed,male,0,0,1,other,2,0.23077,3084,viewed,male,0,0,1,marketing,1,0.23077,0.49929
175418,1.51422E+12,1.51422E+12,62984567762,62984567762,other,114193,space,0.95633,0,0,0,0,0,0,0,0,0,109375,male,1,0,1,marketing,6,0.99715,22636,viewed,male,0,0,1,other,5,0.23077,3080,viewed,male,0,0,1,marketing,4,0.23077,44661,viewed,male,0,0,1,other,3,0.23077,3089,viewed,male,0,0,1,other,2,0.23077,3084,viewed,male,0,0,1,marketing,1,0.23077,0.49929
175419,1.51422E+12,1.51422E+12,62984567629,62984567629,other,114193,space,0.95633,0,0,0,0,0,0,0,0,0,109375,male,1,0,1,marketing,6,0.99715,22636,viewed,male,0,0,1,other,5,0.23077,3080,viewed,male,0,0,1,marketing,4,0.23077,44661,viewed,male,0,0,1,other,3,0.23077,3089,viewed,male,0,0,1,other,2,0.23077,3084,viewed,male,0,0,1,marketing,1,0.23077,0.49929
175439,1.51429E+12,1.51541E+12,62920152447,61800258227,other,3627,space,0.95745,11,2,0,0,1,0,1,0,1,34,male,0,0,1,other,6,0.88764,121,commented,male,1,0,1,marketing,5,0.99919,112945,commented,male,0,0,1,other,4,0.84615,13,liked,male,1,0,1,marketing,3,0.99895,141,liked,male,0,0,0,marketing,2,0.99787,104752,liked,female,0,0,0,marketing,1,0.89247,0.85413
175442,1.51429E+12,1.51429E+12,62912909943,62911301426,other,114193,space,0.95633,0,1,0,0,0,0,1,0,0,109375,male,1,0,1,marketing,6,0.99715,109375,commented,male,1,0,1,marketing,5,0.99715,22636,viewed,male,0,0,1,other,4,0.23077,3080,viewed,male,0,0,1,marketing,3,0.23077,44661,viewed,male,0,0,1,other,2,0.23077,3089,viewed,male,0,0,1,other,1,0.23077,0.72178
175443,1.51429E+12,1.51429E+12,62912909605,62912909605,other,114193,space,0.95633,0,0,0,0,0,0,0,0,0,109375,male,1,0,1,marketing,6,0.99715,22636,viewed,male,0,0,1,other,5,0.23077,3080,viewed,male,0,0,1,marketing,4,0.23077,44661,viewed,male,0,0,1,other,3,0.23077,3089,viewed,male,0,0,1,other,2,0.23077,3084,viewed,male,0,0,1,marketing,1,0.23077,0.49929
175451,1.5143E+12,1.5143E+12,62908600141,62908600141,other,50732,space,0.1,1,0,0,0,0,0,0,0,0,16,male,0,0,1,other,6,0.9963,141,liked,male,0,0,0,marketing,5,0.99787,22636,viewed,male,0,0,1,other,4,0.23077,3080,viewed,male,0,0,1,marketing,3,0.23077,44661,viewed,male,0,0,1,other,2,0.23077,3089,viewed,male,0,0,1,other,1,0.23077,0.62892
175464,1.5143E+12,1.51489E+12,62904772793,62313453705,other,71304,space,0.99923,7,1,0.203672797,0,0,0,1,0,1,13,male,1,0,1,marketing,6,0.99895,121,commented,male,1,0,1,marketing,5,0.99919,16,liked,male,0,0,1,other,4,0.9963,7,liked,male,1,0,1,marketing,3,0.99886,146,liked,male,1,0,1,marketing,2,0.99899,1,liked,male,1,0,1,sales,1,0.99645,0.85489
175465,1.5143E+12,1.5143E+12,62904486338,62904486338,other,50732,space,0.1,5,0,0,0,1,0,0,0,1,16,male,0,0,1,other,6,0.9963,19,commented,male,0,0,1,marketing,5,0.99762,364,liked,female,0,0,0,marketing,4,0.96403,11,liked,male,1,0,1,marketing,3,0.99866,146,liked,male,1,0,1,marketing,2,0.99899,75,liked,male,1,0,1,marketing,1,0.99674,0.84038
175466,1.5143E+12,1.51514E+12,62903460975,62062994521,other,114193,space,0.95633,1,2,0,0,0,0,1,0,1,146,male,1,0,1,marketing,6,0.99899,146,commented,male,1,0,1,marketing,5,0.99899,109375,commented,male,1,0,1,marketing,4,0.99715,22636,viewed,male,0,0,1,other,3,0.23077,3080,viewed,male,0,0,1,marketing,2,0.23077,44661,viewed,male,0,0,1,other,1,0.23077,0.80373
175467,1.5143E+12,1.5143E+12,62903292365,62903292365,other,114193,space,0.95633,0,0,0,0,0,0,0,0,0,146,male,1,0,1,marketing,6,0.99899,22636,viewed,male,0,0,1,other,5,0.23077,3080,viewed,male,0,0,1,marketing,4,0.23077,44661,viewed,male,0,0,1,other,3,0.23077,3089,viewed,male,0,0,1,other,2,0.23077,3084,viewed,male,0,0,1,marketing,1,0.23077,0.49975
175469,1.51431E+12,1.51431E+12,62899866474,62899866474,calendar,13853,space,0.1,0,0,0,0,0,0,0,0,0,108025,male,1,0,0,marketing,6,0.99891,22636,viewed,male,0,0,1,other,5,0.23077,3080,viewed,male,0,0,1,marketing,4,0.23077,44661,viewed,male,0,0,1,other,3,0.23077,3089,viewed,male,0,0,1,other,2,0.23077,3084,viewed,male,0,0,1,marketing,1,0.23077,0.49973
175471,1.51431E+12,1.51431E+12,62894174032,62894174032,other,4882,space,0.91736,2,0,0,0,0,0,0,0,1,5,male,1,0,1,marketing,6,0.99962,17,liked,female,1,0,1,marketing,5,0.99896,121,liked,male,1,0,1,marketing,4,0.99919,22636,viewed,male,0,0,1,other,3,0.23077,3080,viewed,male,0,0,1,marketing,2,0.23077,44661,viewed,male,0,0,1,other,1,0.23077,0.74348
175485,1.51436E+12,1.51436E+12,62843993332,62843993332,other,71304,space,0.99923,2,0,1,0,0,0,0,0,1,5,male,1,0,1,marketing,6,0.99962,111056,liked,male,0,0,1,engineering,5,0.99015,11,liked,male,1,0,1,marketing,4,0.99866,22636,viewed,male,0,0,1,other,3,0.23077,3080,viewed,male,0,0,1,marketing,2,0.23077,44661,viewed,male,0,0,1,other,1,0.23077,0.77737
175492,1.51437E+12,1.51441E+12,62836689161,62791734266,other,3201,space,0.99992,30,13,1,0,0,0,1,0,1,145,female,0,0,0,engineering,6,0.84127,17,commented,female,1,0,1,marketing,5,0.99896,104752,commented,female,0,0,0,marketing,4,0.89247,146,commented,male,1,0,1,marketing,3,0.99899,107711,commented,female,0,0,0,marketing,2,0.99332,154,commented,female,0,0,0,marketing,1,0.85294,0.86976
175493,1.51437E+12,1.51437E+12,62836535921,62836535921,wiki,50929,space,0.99882,0,0,0,0,0,0,0,0,0,146,male,1,0,1,marketing,6,0.99899,22636,viewed,male,0,0,1,other,5,0.23077,3080,viewed,male,0,0,1,marketing,4,0.23077,44661,viewed,male,0,0,1,other,3,0.23077,3089,viewed,male,0,0,1,other,2,0.23077,3084,viewed,male,0,0,1,marketing,1,0.23077,0.61524
175500,1.51437E+12,1.51611E+12,62834015021,61095590220,wiki,50929,space,0.99882,2,1,0.081743674,0,0,0,1,0,1,146,male,1,0,1,marketing,6,0.99899,146,commented,male,1,0,1,marketing,5,0.99899,109375,liked,male,1,0,1,marketing,4,0.99715,111056,liked,male,0,0,1,engineering,3,0.99015,22636,viewed,male,0,0,1,other,2,0.23077,3080,viewed,male,0,0,1,marketing,1,0.23077,0.81782
175504,1.51437E+12,1.51514E+12,62832732908,62064001518,other,114193,space,0.95633,0,2,0,0,1,0,1,0,0,146,male,1,0,1,marketing,6,0.99899,121,commented,male,1,0,1,marketing,5,0.99919,109375,commented,male,1,0,1,marketing,4,0.99715,22636,viewed,male,0,0,1,other,3,0.23077,3080,viewed,male,0,0,1,marketing,2,0.23077,44661,viewed,male,0,0,1,other,1,0.23077,0.78239
175508,1.51437E+12,1.51437E+12,62831447654,62831427170,wiki,50929,space,0.99882,0,1,1,0,0,0,1,0,0,146,male,1,0,1,marketing,6,0.99899,146,commented,male,1,0,1,marketing,5,0.99899,22636,viewed,male,0,0,1,other,4,0.23077,3080,viewed,male,0,0,1,marketing,3,0.23077,44661,viewed,male,0,0,1,other,2,0.23077,3089,viewed,male,0,0,1,other,1,0.23077,0.72207
175523,1.51439E+12,1.51439E+12,62814535910,62814535910,other,108260,space,0.1,4,0,0,0,0,0,0,0,1,108025,male,1,0,0,marketing,6,0.99891,151,liked,male,1,0,1,marketing,5,0.99811,80,liked,male,1,0,1,other,4,0.99351,108639,liked,male,0,0,1,marketing,3,0.99436,110965,liked,male,0,0,1,marketing,2,0.99861,22636,viewed,male,0,0,1,other,1,0.23077,0.8109
175527,1.51439E+12,1.51439E+12,62812893055,62812893055,wiki,50929,space,0.99882,0,0,0,0,0,0,0,0,0,146,male,1,0,1,marketing,6,0.99899,22636,viewed,male,0,0,1,other,5,0.23077,3080,viewed,male,0,0,1,marketing,4,0.23077,44661,viewed,male,0,0,1,other,3,0.23077,3089,viewed,male,0,0,1,other,2,0.23077,3084,viewed,male,0,0,1,marketing,1,0.23077,0.61524
175528,1.51439E+12,1.51439E+12,62812725272,62812725272,other,114193,space,0.95633,0,0,0,0,0,0,0,0,0,146,male,1,0,1,marketing,6,0.99899,22636,viewed,male,0,0,1,other,5,0.23077,3080,viewed,male,0,0,1,marketing,4,0.23077,44661,viewed,male,0,0,1,other,3,0.23077,3089,viewed,male,0,0,1,other,2,0.23077,3084,viewed,male,0,0,1,marketing,1,0.23077,0.49975
175529,1.51439E+12,1.51439E+12,62812725128,62812725128,other,114193,space,0.95633,1,0,0,0,0,0,0,0,1,146,male,1,0,1,marketing,6,0.99899,108639,liked,male,0,0,1,marketing,5,0.99436,22636,viewed,male,0,0,1,other,4,0.23077,3080,viewed,male,0,0,1,marketing,3,0.23077,44661,viewed,male,0,0,1,other,2,0.23077,3089,viewed,male,0,0,1,other,1,0.23077,0.68702
175530,1.51439E+12,1.51439E+12,62812712714,62812712714,other,114193,space,0.95633,0,0,0,0,0,0,0,0,0,146,male,1,0,1,marketing,6,0.99899,22636,viewed,male,0,0,1,other,5,0.23077,3080,viewed,male,0,0,1,marketing,4,0.23077,44661,viewed,male,0,0,1,other,3,0.23077,3089,viewed,male,0,0,1,other,2,0.23077,3084,viewed,male,0,0,1,marketing,1,0.23077,0.49975
175540,1.51445E+12,1.51445E+12,62760939491,62760939491,other,71304,space,0.99923,2,0,1,0,0,0,0,0,1,13,male,1,0,1,marketing,6,0.99895,106529,liked,male,0,0,1,other,5,0.9945,153,liked,male,0,0,1,marketing,4,0.95327,22636,viewed,male,0,0,1,other,3,0.23077,3080,viewed,male,0,0,1,marketing,2,0.23077,44661,viewed,male,0,0,1,other,1,0.23077,0.7759
175583,1.51454E+12,1.51515E+12,62667112910,62055329092,wiki,57727,space,0.99973,0,2,0.183346319,0,0,0,1,0,0,146,male,1,0,1,marketing,6,0.99899,146,commented,male,1,0,1,marketing,5,0.99899,5,commented,male,1,0,1,marketing,4,0.99962,22636,viewed,male,0,0,1,other,3,0.23077,3080,viewed,male,0,0,1,marketing,2,0.23077,44661,viewed,male,0,0,1,other,1,0.23077,0.7825
175597,1.51456E+12,1.51456E+12,62648461714,62648461714,other,3201,space,0.99992,15,0,0.263496727,0,0,0,0,0,1,141,male,0,0,0,marketing,6,0.99787,106529,liked,male,0,0,1,other,5,0.9945,107711,liked,female,0,0,0,marketing,4,0.99332,13,liked,male,1,0,1,marketing,3,0.99895,10,liked,male,1,0,1,marketing,2,0.99902,104752,liked,female,0,0,0,marketing,1,0.89247,0.84645
175598,1.51456E+12,1.51456E+12,62648122179,62648122179,other,62,user,0.86486,9,0,0.310841819,0,0,0,0,1,1,62,male,1,0,1,marketing,6,0.99586,10,liked,male,1,0,1,marketing,5,0.99902,104752,liked,female,0,0,0,marketing,4,0.89247,75,liked,male,1,0,1,marketing,3,0.99674,6,liked,male,1,0,1,marketing,2,0.99772,14,liked,male,1,0,0,engineering,1,0.09091,0.81809
175617,1.51458E+12,1.51458E+12,62627782344,62627755990,other,50929,space,0.99882,7,1,1,0,0,0,1,1,1,10,male,1,0,1,marketing,6,0.99902,10,commented,male,1,0,1,marketing,5,0.99902,141,liked,male,0,0,0,marketing,4,0.99787,146,liked,male,1,0,1,marketing,3,0.99899,106529,liked,male,0,0,1,other,2,0.9945,14,liked,male,1,0,0,engineering,1,0.09091,0.85623
175620,1.51458E+12,1.51458E+12,62623840011,62623840011,other,71304,space,0.99923,0,0,0,0,0,0,0,0,0,5,male,1,0,1,marketing,6,0.99962,22636,viewed,male,0,0,1,other,5,0.23077,3080,viewed,male,0,0,1,marketing,4,0.23077,44661,viewed,male,0,0,1,other,3,0.23077,3089,viewed,male,0,0,1,other,2,0.23077,3084,viewed,male,0,0,1,marketing,1,0.23077,0.61533
175621,1.51458E+12,1.51458E+12,62622401577,62622401577,other,102023,space,0.93197,0,0,0,0,0,0,0,0,0,5,male,1,0,1,marketing,6,0.99962,22636,viewed,male,0,0,1,other,5,0.23077,3080,viewed,male,0,0,1,marketing,4,0.23077,44661,viewed,male,0,0,1,other,3,0.23077,3089,viewed,male,0,0,1,other,2,0.23077,3084,viewed,male,0,0,1,marketing,1,0.23077,0.4999
175622,1.51459E+12,1.51459E+12,62616012219,62616012219,other,71304,space,0.99923,1,0,1,0,0,0,0,0,1,5,male,1,0,1,marketing,6,0.99962,16,liked,male,0,0,1,other,5,0.9963,22636,viewed,male,0,0,1,other,4,0.23077,3080,viewed,male,0,0,1,marketing,3,0.23077,44661,viewed,male,0,0,1,other,2,0.23077,3089,viewed,male,0,0,1,other,1,0.23077,0.73664
175648,1.51472E+12,1.51472E+12,62484650668,62484650668,other,46721,space,0.1,0,0,0,0,0,0,0,0,0,5,male,1,0,1,marketing,6,0.99962,22636,viewed,male,0,0,1,other,5,0.23077,3080,viewed,male,0,0,1,marketing,4,0.23077,44661,viewed,male,0,0,1,other,3,0.23077,3089,viewed,male,0,0,1,other,2,0.23077,3084,viewed,male,0,0,1,marketing,1,0.23077,0.4999
175684,1.51488E+12,1.51514E+12,62323326486,62062858079,other,3201,space,0.99992,30,6,0.310841819,0,1,0,1,0,1,5,male,1,0,1,marketing,6,0.99962,38,commented,female,1,0,1,marketing,5,0.99825,13,commented,male,1,0,1,marketing,4,0.99895,110965,commented,male,0,0,1,marketing,3,0.99861,10,commented,male,1,0,1,marketing,2,0.99902,7,commented,male,1,0,1,marketing,1,0.99886,0.87644
175698,1.51489E+12,1.51489E+12,62316818131,62316818131,other,9037,space,0.99949,0,0,0,0,0,0,0,0,0,1,male,1,0,1,sales,6,0.99645,22636,viewed,male,0,0,1,other,5,0.23077,3080,viewed,male,0,0,1,marketing,4,0.23077,44661,viewed,male,0,0,1,other,3,0.23077,3089,viewed,male,0,0,1,other,2,0.23077,3084,viewed,male,0,0,1,marketing,1,0.23077,0.61486
175714,1.5149E+12,1.51491E+12,62303828223,62300691944,other,13853,space,0.1,1,2,0,0,1,0,1,0,1,78,female,1,0,1,marketing,6,0.99808,121,commented,male,1,0,1,marketing,5,0.99919,62,commented,male,1,0,1,marketing,4,0.99586,37,commented,female,1,0,1,marketing,3,0.99339,5,commented,male,1,0,1,marketing,2,0.99962,22636,viewed,male,0,0,1,other,1,0.23077,0.85888
175728,1.51491E+12,1.51933E+12,62297074616,57871551840,forum,111913,space,0.99977,1,3,0,0,0,0,1,0,1,5,male,1,0,1,marketing,6,0.99962,13659,commented,male,0,0,0,other,5,0.99756,16,commented,male,0,0,1,other,4,0.9963,5,commented,male,1,0,1,marketing,3,0.99962,121,liked,male,1,0,1,marketing,2,0.99919,22636,viewed,male,0,0,1,other,1,0.23077,0.85278
175779,1.51498E+12,1.51549E+12,62229747452,61715531471,other,27310,space,0.9998,1,5,0.22947577,0,1,0,1,0,1,121,male,1,0,1,marketing,6,0.99919,1,commented,male,1,0,1,sales,5,0.99645,121,commented,male,1,0,1,marketing,4,0.99919,67,commented,female,0,0,1,marketing,3,0.99806,108025,commented,male,1,0,0,marketing,2,0.99891,151,commented,male,1,0,1,marketing,1,0.99811,0.87639
175791,1.51499E+12,1.51499E+12,62217647803,62217647803,other,3201,space,0.99992,10,0,1,0,0,0,0,0,1,16,male,0,0,1,other,6,0.9963,17,liked,female,1,0,1,marketing,5,0.99896,75,liked,male,1,0,1,marketing,4,0.99674,66,liked,male,1,0,1,other,3,0.99693,141,liked,male,0,0,0,marketing,2,0.99787,5,liked,male,1,0,1,marketing,1,0.99962,0.84824
175794,1.51499E+12,1.51505E+12,62215469971,62152914661,other,3201,space,0.99992,9,1,1,0,0,0,1,0,1,75,male,1,0,1,marketing,6,0.99674,66,commented,male,1,0,1,other,5,0.99693,16,liked,male,0,0,1,other,4,0.9963,5,liked,male,1,0,1,marketing,3,0.99962,121,liked,male,1,0,1,marketing,2,0.99919,11,liked,male,1,0,1,marketing,1,0.99866,0.85485
175798,1.51499E+12,1.51499E+12,62212440253,62212440253,other,32112,space,0.90909,6,0,0,0,0,0,0,0,1,5,male,1,0,1,marketing,6,0.99962,11,liked,male,1,0,1,marketing,5,0.99866,4,liked,male,1,0,1,marketing,4,0.99867,16,liked,male,0,0,1,other,3,0.9963,10,liked,male,1,0,1,marketing,2,0.99902,13,liked,male,1,0,1,marketing,1,0.99895,0.83316
175802,1.515E+12,1.515E+12,62209700656,62205646930,other,3201,space,0.99992,0,3,1,0,0,0,1,0,0,19,male,0,0,1,marketing,6,0.99762,13,commented,male,1,0,1,marketing,5,0.99895,5,commented,male,1,0,1,marketing,4,0.99962,19,commented,male,0,0,1,marketing,3,0.99762,115726,commented,male,0,0,0,marketing,2,0.09091,22636,viewed,male,0,0,1,other,1,0.23077,0.82409
175803,1.515E+12,1.515E+12,62209332779,62209332779,other,5,user,0.95798,11,0,0,0,0,0,0,0,1,5,male,1,0,1,marketing,6,0.99962,141,liked,male,0,0,0,marketing,5,0.99787,154,liked,female,0,0,0,marketing,4,0.85294,11,liked,male,1,0,1,marketing,3,0.99866,153,liked,male,0,0,1,marketing,2,0.95327,38,liked,female,1,0,1,marketing,1,0.99825,0.82936
175808,1.515E+12,1.515E+12,62207350653,62207350653,other,115763,user,0.1,0,0,0,0,0,0,0,0,0,115763,male,1,0,1,marketing,6,0.98501,22636,viewed,male,0,0,1,other,5,0.23077,3080,viewed,male,0,0,1,marketing,4,0.23077,44661,viewed,male,0,0,1,other,3,0.23077,3089,viewed,male,0,0,1,other,2,0.23077,3084,viewed,male,0,0,1,marketing,1,0.23077,0.49622
175814,1.51501E+12,1.53799E+12,62196051521,39216409462,forum,111913,space,0.99977,0,2,0,0,0,0,1,0,0,5,male,1,0,1,marketing,6,0.99962,13659,commented,male,0,0,0,other,5,0.99756,5,commented,male,1,0,1,marketing,4,0.99962,22636,viewed,male,0,0,1,other,3,0.23077,3080,viewed,male,0,0,1,marketing,2,0.23077,44661,viewed,male,0,0,1,other,1,0.23077,0.78246
175821,1.51501E+12,1.51501E+12,62193275611,62193155105,other,3201,space,0.99992,7,1,1,0,0,0,1,0,1,5,male,1,0,1,marketing,6,0.99962,5,commented,male,1,0,1,marketing,5,0.99962,33,liked,male,0,0,1,marketing,4,0.99322,16,liked,male,0,0,1,other,3,0.9963,10,liked,male,1,0,1,marketing,2,0.99902,364,liked,female,0,0,0,marketing,1,0.96403,0.85436
175856,1.51506E+12,1.51933E+12,62148551651,57871650015,forum,111913,space,0.99977,1,6,0,0,1,0,1,0,1,5,male,1,0,1,marketing,6,0.99962,13659,commented,male,0,0,0,other,5,0.99756,153,commented,male,0,0,1,marketing,4,0.95327,109375,commented,male,1,0,1,marketing,3,0.99715,5,commented,male,1,0,1,marketing,2,0.99962,121,commented,male,1,0,1,marketing,1,0.99919,0.87572
