id,posted_time,updated_time,age,updated_age,app_type,owner_id,owner_type,owner_influence,number_of_likes,number_of_comments,reactivity,is_mentions_me,is_mentions_connections,is_commented_by_me,is_commented_by_connections,is_liked_by_me,is_liked_by_connections,poster_id,poster_gender,poster_is_employee,poster_is_lead,poster_is_in_connections,poster_focus,poster_order,poster_influence,participant1_id,participant1_action,participant1_gender,participant1_is_employee,participant1_is_lead,participant1_is_in_connections,participant1_focus,participant1_order,participant1_influence,participant2_id,participant2_action,participant2_gender,participant2_is_employee,participant2_is_lead,participant2_is_in_connections,participant2_focus,participant2_order,participant2_influence,participant3_id,participant3_action,participant3_gender,participant3_is_employee,participant3_is_lead,participant3_is_in_connections,participant3_focus,participant3_order,participant3_influence,participant4_id,participant4_action,participant4_gender,participant4_is_employee,participant4_is_lead,participant4_is_in_connections,participant4_focus,participant4_order,participant4_influence,participant5_id,participant5_action,participant5_gender,participant5_is_employee,participant5_is_lead,participant5_is_in_connections,participant5_focus,participant5_order,participant5_influence
269058,1.57297E+12,1.57297E+12,4246926256,4246926256,other,9037,space,0.99949,10,5,0,0,1,0,1,0,1,51,female,1,0,1,marketing,6,0.99813,51,commented,female,1,0,1,marketing,5,0.99813,13,commented,male,1,0,1,marketing,4,0.99895,6,commented,male,1,0,1,marketing,3,0.99772,121,commented,male,1,0,1,marketing,2,0.99919,119774,commented,male,1,0,0,other,1,0.99453
273270,1.57536E+12,1.57536E+12,1858718221,1858718221,other,78,user,0.99937,4,0,0,0,0,0,0,0,1,78,female,1,0,1,marketing,6,0.99808,62,liked,male,1,0,1,marketing,5,0.99586,126225,liked,female,1,0,0,other,4,0.99737,129104,liked,female,1,0,0,marketing,3,0.995,129429,liked,male,0,0,0,other,2,0.28571,22636,viewed,male,0,0,1,other,1,0.23077
272681,1.57496E+12,1.57496E+12,2257645258,2257645258,other,57727,space,0.99973,14,5,0,0,0,0,1,0,1,146,male,1,0,1,marketing,6,0.99899,4,commented,male,1,0,1,marketing,5,0.99867,109375,commented,male,1,0,1,marketing,4,0.99715,146,commented,male,1,0,1,marketing,3,0.99899,108025,commented,male,1,0,0,marketing,2,0.99891,7,commented,male,1,0,1,marketing,1,0.99886
273261,1.57532E+12,1.57532E+12,1898816177,1898816177,forum,111913,space,0.99977,0,1,0,0,0,0,0,0,0,5,male,1,0,1,marketing,6,0.99962,13659,commented,male,0,0,0,other,5,0.99756,22636,viewed,male,0,0,1,other,4,0.23077,3080,viewed,male,0,0,1,marketing,3,0.23077,44661,viewed,male,0,0,1,other,2,0.23077,3089,viewed,male,0,0,1,other,1,0.23077
108135,1.40915E+12,1.50471E+12,1.68064E+11,72504507239,other,50929,space,0.99882,26,76,0,0,1,0,1,1,1,50929,male,0,0,1,none,6,0.09091,5,commented,male,1,0,1,marketing,5,0.99962,121,commented,male,1,0,1,marketing,4,0.99919,127527,commented,male,0,0,0,other,3,0.09091,127345,commented,male,0,0,0,other,2,0.09091,127572,commented,male,0,0,0,other,1,0.09091
152694,1.49639E+12,1.49639E+12,80828708820,80828708820,wiki,4882,space,0.91736,0,1,0,0,0,0,1,0,0,121,male,1,0,1,marketing,6,0.99919,121,commented,male,1,0,1,marketing,5,0.99919,22636,viewed,male,0,0,1,other,4,0.23077,3080,viewed,male,0,0,1,marketing,3,0.23077,44661,viewed,male,0,0,1,other,2,0.23077,3089,viewed,male,0,0,1,other,1,0.23077
273243,1.57531E+12,1.57531E+12,1911794709,1911794709,forum,111913,space,0.99977,0,1,0,0,0,0,0,0,0,5,male,1,0,1,marketing,6,0.99962,13659,commented,male,0,0,0,other,5,0.99756,22636,viewed,male,0,0,1,other,4,0.23077,3080,viewed,male,0,0,1,marketing,3,0.23077,44661,viewed,male,0,0,1,other,2,0.23077,3089,viewed,male,0,0,1,other,1,0.23077
273206,1.5753E+12,1.5753E+12,1915820446,1915820446,other,3201,space,0.99992,4,2,0,0,0,0,1,0,1,66,male,1,0,1,other,6,0.99693,11,commented,male,1,0,1,marketing,5,0.99866,66,commented,male,1,0,1,other,4,0.99693,115077,liked,male,1,0,1,marketing,3,0.99809,62,liked,male,1,0,1,marketing,2,0.99586,17,liked,female,1,0,1,marketing,1,0.99896
273204,1.5753E+12,1.5753E+12,1917342995,1917342995,other,57727,space,0.99973,2,2,0,0,1,0,1,0,1,117235,male,1,0,1,marketing,6,0.99904,5,commented,male,1,0,1,marketing,5,0.99962,13,commented,male,1,0,1,marketing,4,0.99895,119825,commented,female,1,0,0,other,3,0.99754,114145,liked,male,1,0,1,marketing,2,0.99842,22636,viewed,male,0,0,1,other,1,0.23077
273170,1.57529E+12,1.57529E+12,1924993370,1924993370,other,109375,user,0.89796,12,1,0,0,0,0,1,0,1,117235,male,1,0,1,marketing,6,0.99904,109375,commented,male,1,0,1,marketing,5,0.99715,115077,liked,male,1,0,1,marketing,4,0.99809,122534,liked,male,1,0,1,marketing,3,0.99678,5,liked,male,1,0,1,marketing,2,0.99962,129104,liked,female,1,0,0,marketing,1,0.995
273191,1.5753E+12,1.5753E+12,1918494661,1918494661,forum,111913,space,0.99977,0,3,0,0,0,0,1,0,0,5,male,1,0,1,marketing,6,0.99962,13659,commented,male,0,0,0,other,5,0.99756,5,commented,male,1,0,1,marketing,4,0.99962,126225,commented,female,1,0,0,other,3,0.99737,22636,viewed,male,0,0,1,other,2,0.23077,3080,viewed,male,0,0,1,marketing,1,0.23077
273189,1.5753E+12,1.5753E+12,1918809123,1918809123,forum,111913,space,0.99977,0,2,0,0,0,0,0,0,0,5,male,1,0,1,marketing,6,0.99962,13659,commented,male,0,0,0,other,5,0.99756,126225,commented,female,1,0,0,other,4,0.99737,22636,viewed,male,0,0,1,other,3,0.23077,3080,viewed,male,0,0,1,marketing,2,0.23077,44661,viewed,male,0,0,1,other,1,0.23077
265687,1.5707E+12,1.5707E+12,6516917595,6516917595,calendar,13853,space,0.1,0,1,0,0,0,0,1,0,0,142,female,1,0,1,other,6,0.66667,142,commented,female,1,0,1,other,5,0.66667,22636,viewed,male,0,0,1,other,4,0.23077,3080,viewed,male,0,0,1,marketing,3,0.23077,44661,viewed,male,0,0,1,other,2,0.23077,3089,viewed,male,0,0,1,other,1,0.23077
273193,1.5753E+12,1.5753E+12,1918207534,1918207534,other,124733,user,0.1,8,1,0,0,0,0,1,0,1,119825,female,1,0,0,other,6,0.99754,124733,commented,female,1,0,1,other,5,0.99489,126225,liked,female,1,0,0,other,4,0.99737,114145,liked,male,1,0,1,marketing,3,0.99842,125972,liked,female,1,0,0,other,2,0.98656,99314,liked,female,1,0,1,marketing,1,0.99589
273196,1.5753E+12,1.5753E+12,1918134277,1918134277,calendar,13853,space,0.1,0,0,0,0,0,0,0,0,0,142,female,1,0,1,other,6,0.66667,22636,viewed,male,0,0,1,other,5,0.23077,3080,viewed,male,0,0,1,marketing,4,0.23077,44661,viewed,male,0,0,1,other,3,0.23077,3089,viewed,male,0,0,1,other,2,0.23077,3084,viewed,male,0,0,1,marketing,1,0.23077
273194,1.5753E+12,1.5753E+12,1918206141,1918206141,forum,111913,space,0.99977,1,1,0,0,0,0,0,0,1,5,male,1,0,1,marketing,6,0.99962,13659,commented,male,0,0,0,other,5,0.99756,115077,liked,male,1,0,1,marketing,4,0.99809,22636,viewed,male,0,0,1,other,3,0.23077,3080,viewed,male,0,0,1,marketing,2,0.23077,44661,viewed,male,0,0,1,other,1,0.23077
262649,1.56865E+12,1.56865E+12,8565104124,8565104124,forum,111913,space,0.99977,0,4,0,0,0,0,1,0,0,5,male,1,0,1,marketing,6,0.99962,13659,commented,male,0,0,0,other,5,0.99756,122531,commented,male,1,0,1,other,4,0.99689,126225,commented,female,1,0,0,other,3,0.99737,5,commented,male,1,0,1,marketing,2,0.99962,22636,viewed,male,0,0,1,other,1,0.23077
272985,1.57511E+12,1.57511E+12,2105929321,2105929321,forum,111913,space,0.99977,8,9,0,0,0,0,1,0,1,7,male,1,0,1,marketing,6,0.99886,13659,commented,male,0,0,0,other,5,0.99756,124733,commented,female,1,0,1,other,4,0.99489,13,commented,male,1,0,1,marketing,3,0.99895,126225,commented,female,1,0,0,other,2,0.99737,11,commented,male,1,0,1,marketing,1,0.99866
